93.1.77.MM,1993-01-01,Small vase,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio. Possibly an unscored part of a larger piece that fell off during firing.,WCMA-ANCIENT,0.0
93.1.49,1993-01-01,Intaglio with head in profile,Anonymous,glass?,"translucent, green",WCMA-ANCIENT,0.0
94.1.6,1994-01-01,Reclining male,Anonymous (American?),painted plaster,,WCMA-SCULPTURE,0.0
RC.22.10,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
WP.35,,"Portrait of Nathan Jackson 1780-1860, Benefactor",Bogardus (?),oil on canvas,,WCMA-PAINTING,0.0
93.1.147.D,1993-01-01,Pin closure,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.167.A,1993-01-01,Medallion (?),Roman?,bronze,,WCMA-ANCIENT,0.0
94.1.21,1994-01-01,Handkerchief with floral design,French?,lace,,WCMA-DEC ARTS,0.0
93.1.102,1993-01-01,Kohl Jar,Egyptian?,alabaster,Small Jar with lid,WCMA-ANCIENT,0.0
EL.70.2,,Untitled: anchored ship,Chinese?,watercolor (?) on rice paper,,WCMA-EASTERN,0.0
93.1.143.E,1993-01-01,Nail fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.172,1993-01-01,Seal with design impression,Sasanian?,granite,dark grey,WCMA-ANCIENT,0.0
77.63.55,1977-01-01,Statuette of female figure,Greek?,terracotta,,WCMA-ANCIENT,0.0
94.1.62,1959,Corner cupboard,French?,wood | veneer,,WCMA-DEC ARTS,0.0
RC.4.35,1994-01-01,Textile,American?,velvet,brown/henna color,WCMA Reserve Collection,0.0
93.1.146.F,1993-01-01,Fragment of finial (?) or ornament (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.124,1993-01-01,Kohl Jar,Egyptian?,marble,,WCMA-ANCIENT,0.0
48.2.4.I,1948-01-01,King's Rose Teapot,English?,porcelain,,WCMA-DEC ARTS,0.0
RC.33.5,1994-01-01,Horses Leading a Cart,Anonymous (American?),etching on paper,,WCMA Reserve Collection,0.0
93.1.23,1993-01-01,Stone with incised scene,Anonymous,stone,,WCMA-ANCIENT,0.0
RC.30.2.C,1959,Candle holder or Girondole?,Anonymous (American?),crystal,red and white with prisms,WCMA Reserve Collection,0.0
93.1.143.B,1993-01-01,Nail,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.138,1993-01-01,Sculpture fragment,Anonymous,bronze,,WCMA-DEC ARTS,0.0
94.1.3,1994-01-01,J.A. Garfield and Family,Anonymous (American),color lithograph on paper,,WCMA-PRINTS,0.0
RC.30.2.D,1959,Candle holder or Girondole?,Anonymous (American?),crystal,red and white with prisms,WCMA Reserve Collection,0.0
RC.30.2.A,1959,Candle holder or Girondole? with rose design,Anonymous (American?),crystal,red and white with prisms,WCMA Reserve Collection,0.0
93.1.77.O,1993-01-01,Bowl,Syrian?,baked clay,Rough form. Possibly a mistake from a pottery studio. Possibly a lid.,WCMA-ANCIENT,0.0
93.1.142.G,1993-01-01,Fragment of a handle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.77.EE,1993-01-01,Pottery fragment,Syrian?,baked clay,rough form. Possibly a part of a larger piece which was not scored properly and came apart during firing. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
93.1.47,1993-01-01,Intaglio with two figures,Anonymous,glass?,"transparent, yellow",WCMA-ANCIENT,0.0
PA.109.B,1970-01-01,Still life with bird,Anonymous (American),oil on canvas,,WCMA-PAINTING,0.0
93.1.73,1993-01-01,Flat bottomed Bowl with incising,Mesoamerican?,terracotta,brown with extensions on both sides for hanging cords; geometric design deeply and regularly incised over entire exterior surface,WCMA-AMERINDIAN,0.0
93.1.77.KK,1993-01-01,Small vase,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
56.16.4.D,1956-01-01,"Cart decoration, ""Virgin in Glory""",Anonymous (Italian),painted wood,,WCMA-SCULPTURE,0.0
93.1.158,1993-01-01,Fragment of a tube (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.134.B,1993-01-01,Arrowhead,Anonymous,bronze,,WCMA-ANCIENT,0.0
93.1.144.D,1993-01-01,Needle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
RC.4.58,,Gilt mirror,Anonymous,gilt mirror,Louis XVI style,WCMA Reserve Collection,0.0
RC.4.60,,Hall mirror on pedestal with drawer,Anonymous,wood; mirror,2 parts (mirror and pedestal),WCMA Reserve Collection,0.0
RC.4.61.A,,Windsor sack back arm chair on wheels (desk chair),Anonymous,wood,,WCMA Reserve Collection,0.0
RC.4.62,,Vanity set with looking glass and stool (5 parts),Anonymous,mirror plated,Art Deco style; 5 pieces,WCMA Reserve Collection,0.0
RC.4.63,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.64,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.65.A,,Side chair,Anonymous,"wood, leather",green leather seat,WCMA Reserve Collection,0.0
RC.4.66,,Large chest (no carving or decoration),Anonymous,oak,lift top attached with chains inside,WCMA Reserve Collection,0.0
RC.4.67.A,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.68,,Upholstered arm chair,Anonymous,"wood, fabric",yellow upholstery,WCMA Reserve Collection,0.0
RC.4.69,,Arm chair,Anonymous,"wood, leather",green leather seat and back; Arts & Craft style,WCMA Reserve Collection,0.0
RC.4.70,,Tapestry arm chair,Anonymous,"fabric, wood",Queen Anne style,WCMA Reserve Collection,0.0
RC.4.71,,Arm chair with quatrefoil design,Anonymous,wood,,WCMA Reserve Collection,0.0
RC.4.72,,Side chair,Anonymous,"wood, leather",brown leather,WCMA Reserve Collection,0.0
RC.4.73,,Upholstered side chair,Anonymous,"fabric, wood","broken front legs, poor condition",WCMA Reserve Collection,0.0
RC.4.74,,Upholstered side chair,Anonymous,"wood, fabric",yellow; Empire style,WCMA Reserve Collection,0.0
RC.4.75,,Cabinet with tambour doors,Anonymous,wood,,WCMA Reserve Collection,0.0
RC.4.76,,Small table,Anonymous,wood,round; William & Mary style,WCMA Reserve Collection,0.0
RC.4.77,,Long chest with carved front,Anonymous,carved wood and wrought iron,,WCMA Reserve Collection,0.0
RC.4.61.B,,Windsor sack back arm chair on wheels (desk chair),Anonymous,wood,,WCMA Reserve Collection,0.0
RC.4.65.B,,Side chair,Anonymous,"wood, leather",green leather seat,WCMA Reserve Collection,0.0
RC.4.67.B,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.67.C,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.67.D,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
RC.4.67.E,,Arm chair,Anonymous,"wood, leather",,WCMA Reserve Collection,0.0
M.2002.1.2.B,,Windsor sack back arm chair,Anonymous (American),wood,,WCMA-DEC ARTS,0.0
WP.64,2013-07-31,Portrait of a man,Anonymous (American?),oil on panel,rice paper adhered to entire surface for paint stabilization,WCMA-PAINTING,0.0
RC.22.59,1994-01-01,Pages of an unidentified book,Anonymous,typeset pages on paper,,WCMA Reserve Collection,0.0
RC.22.60,1994-01-01,"Lot of object labels (presumably from the Lyceum of National History, Williams College)",Anonymous,ink on paper,,WCMA Reserve Collection,0.0
RC.22.61,1994-01-01,Fragment of a typed page,Anonymous,fragment of typed page on paper,,WCMA Reserve Collection,0.0
